"","name","latitude","longitude","city","region","cuisine","price","Ranks"
"469","Lympstone Manor",50.64069,-3.4186063,"Lympstone","United Kingdom","Modern cuisine","N/A",1
"470","The Neptune",52.9511,0.50927,"Hunstanton","United Kingdom","Modern cuisine","N/A",1
"471","Elephant",50.45853,-3.52438,"Torquay","United Kingdom","Modern British","N/A",1
"472","Oxford Kitchen",51.776733,-1.264794,"Oxford","United Kingdom","Modern British","N/A",1
"473","Nut Tree",51.83618,-1.1499,"Murcott","United Kingdom","Traditional British","N/A",1
"474","Morston Hall",52.95473,0.98729,"Morston","United Kingdom","Modern British","N/A",1
"475","Red Lion Freehouse",51.2736,-1.8007996,"East Chisenbury","United Kingdom","Classic cuisine","N/A",1
"476","Blackbird",51.420887,-1.3493549,"Newbury","United Kingdom","Classic cuisine","N/A",1
"477","Woodspeen",51.415802,-1.353532,"Newbury","United Kingdom","Modern cuisine","N/A",1
"478","The Coach",51.571712,-0.7772678,"Marlow","United Kingdom","Modern British","N/A",1
"479","Crown",51.524807,-0.7915291,"Burchett's Green","United Kingdom","Regional cuisine","N/A",1
"480","L'Ortolan",51.40833,-0.9542898,"Shinfield","United Kingdom","French","N/A",1
"481","Hinds Head",51.51265,-0.69641,"Bray","United Kingdom","Traditional British","N/A",1
"482","Black Rat",51.05796,-1.3069497,"Winchester","United Kingdom","Modern cuisine","N/A",1
"483","Matt Worswick at The Latymer",51.35764,-0.7086128,"Bagshot","United Kingdom","Modern cuisine","N/A",1
"484","Coworth Park",51.40463,-0.616715,"Ascot","United Kingdom","Modern cuisine","N/A",1
"485","Tudor Room",51.41759,-0.545847,"Egham","United Kingdom","Modern cuisine","N/A",1
"486","The Glasshouse",51.4771,-0.28574,"Kew","United Kingdom","Modern cuisine","N/A",1
"487","La Trompette",51.49222,-0.25619,"Chiswick","United Kingdom","Modern British","N/A",1
"488","Tim Allen's Flitch of Bacon",51.86747,0.404134,"Little Dunmow","United Kingdom","Modern British","N/A",1
"489","River Café",51.48395,-0.22423,"Hammersmith","United Kingdom","Italian","N/A",1
"490","Kitchen W8",51.49918,-0.19692,"Kensington","United Kingdom","Modern cuisine","N/A",1
"491","Trishna",51.51834,-0.153031,"Marylebone","United Kingdom","Indian","N/A",1
"492","Roganic",51.518314,-0.1520875,"Marylebone","United Kingdom","Creative British","N/A",1
"493","Locanda Locatelli",51.51514,-0.15675,"Marylebone","United Kingdom","Italian","N/A",1
"494","Texture",51.51488,-0.15664,"Marylebone","United Kingdom","Creative","N/A",1
"495","Portland",51.519726,-0.142555,"Regent's Park","United Kingdom","Modern cuisine","N/A",1
"496","Harwood Arms",51.48291,-0.19651,"Fulham","United Kingdom","Modern British","N/A",1
"497","Pied à Terre",51.519,-0.13511,"Bloomsbury","United Kingdom","Creative","N/A",1
"498","The Ninth",51.51875,-0.1350068,"Bloomsbury","United Kingdom","Mediterranean cuisine","N/A",1
"499","Kai",51.50871,-0.15162,"Mayfair","United Kingdom","Chinese","N/A",1
"500","Pollen Street Social",51.5133,-0.14234,"Mayfair","United Kingdom","Creative","N/A",1
"501","Hakkasan Mayfair",51.51037,-0.14475,"Mayfair","United Kingdom","Chinese","N/A",1
"502","The Square",51.51069,-0.14401,"Mayfair","United Kingdom","Creative French","N/A",1
"503","Alyn Williams at The Westbury",51.51118,-0.14303,"Mayfair","United Kingdom","Modern cuisine","N/A",1
"504","Benares",51.50973,-0.14494,"Mayfair","United Kingdom","Indian","N/A",1
"505","Hakkasan Hanway Place",51.5171,-0.13144,"Bloomsbury","United Kingdom","Chinese","N/A",1
"506","Social Eating House",51.51383,-0.13673,"Soho","United Kingdom","Modern cuisine","N/A",1
"507","Galvin at Windows",51.50539,-0.15039,"Mayfair","United Kingdom","Modern cuisine","N/A",1
"508","Murano",51.50707,-0.14722,"Mayfair","United Kingdom","Italian","N/A",1
"509","Marcus",51.50171,-0.15614,"Belgravia","United Kingdom","Modern cuisine","N/A",1
"510","Sabor",51.511368,-0.1396773,"Mayfair","United Kingdom","Spanish","N/A",1
"511","Clock House",51.30044,-0.49287,"Ripley","United Kingdom","Modern cuisine","N/A",1
"512","Yauatcha Soho",51.51367,-0.1352,"Soho","United Kingdom","Chinese","N/A",1
"513","Céleste",51.502422,-0.1522617,"Belgravia","United Kingdom","Creative French","N/A",1
"514","Gymkhana",51.50854,-0.14154,"Mayfair","United Kingdom","Indian","N/A",1
"515","Amaya",51.49912,-0.15731,"Belgravia","United Kingdom","Indian","N/A",1
"516","Pétrus",51.49951,-0.15662,"Belgravia","United Kingdom","French","N/A",1
"517","Veeraswamy",51.51008,-0.13809,"Mayfair","United Kingdom","Indian","N/A",1
"518","Barrafina",51.51375,-0.1318,"Soho","United Kingdom","Spanish","N/A",1
"519","Hide",51.506077,-0.144289,"Mayfair","United Kingdom","Modern British","N/A",1
"520","Ritz Restaurant",51.50728,-0.14141,"Westminster","United Kingdom","Modern British","N/A",1
"521","Elystan Street",51.49124,-0.16724,"Chelsea","United Kingdom","Modern British","N/A",1
"522","Seven Park Place",51.50623,-0.13998,"Saint James's","United Kingdom","Modern cuisine","N/A",1
"523","Ikoyi",51.509212,-0.1334389,"Saint James's","United Kingdom","Creative","N/A",1
"524","Aquavit",51.508713,-0.1334072,"Saint James's","United Kingdom","Scandinavian","N/A",1
"525","Five Fields",51.49168,-0.16124,"Chelsea","United Kingdom","Modern cuisine","N/A",1
"526","Dining Room at The Goring",51.49763,-0.14556,"Victoria","United Kingdom","Traditional British","N/A",1
"527","St John",51.52064,-0.10133,"Clerkenwell","United Kingdom","Traditional British","N/A",1
"528","Quilon",51.49863,-0.13726,"Victoria","United Kingdom","Indian","N/A",1
"529","Club Gascon",51.51857,-0.10031,"London","United Kingdom","French","N/A",1
"530","A. Wong",51.49318,-0.14128,"Victoria","United Kingdom","Chinese","N/A",1
"531","The Clove Club",51.52711,-0.07927,"Shoreditch","United Kingdom","Modern cuisine","N/A",1
"532","Leroy",51.524086,-0.0815337,"Shoreditch","United Kingdom","Modern British","N/A",1
"533","Angler",51.51894,-0.08625,"Finsbury","United Kingdom","Seafood","N/A",1
"534","Brat",51.52427,-0.0767681,"Shoreditch","United Kingdom","Traditional British","N/A",1
"535","Lyle's",51.52378,-0.07704,"Shoreditch","United Kingdom","Modern British","N/A",1
"536","Galvin La Chapelle",51.52032,-0.0781,"Spitalfields","United Kingdom","French","N/A",1
"537","City Social",51.51521,-0.08431,"City of London","United Kingdom","Modern cuisine","N/A",1
"538","La Dame de Pic",51.510372,-0.0788981,"City of London","United Kingdom","Modern French","N/A",1
"539","Story",51.50268,-0.07774,"Bermondsey","United Kingdom","Modern cuisine","N/A",1
"540","Trinity",51.46336,-0.14148,"Clapham Common","United Kingdom","Modern cuisine","N/A",1
"541","Chez Bruce",51.44607,-0.16553,"Wandsworth","United Kingdom","French","N/A",1
"542","Sorrel",51.228825,-0.3346741,"Dorking","United Kingdom","Modern British","N/A",1
"543","Restaurant Tristan",51.062347,-0.326034,"Horsham","United Kingdom","Modern British","N/A",1
"544","Gravetye Manor",51.08932,-0.05691,"Gravetye","United Kingdom","Modern British","N/A",1
"545","The Sportsman",51.34392,0.95885,"Seasalter","United Kingdom","Modern British","N/A",1
"546","West House",51.11521,0.64215,"Biddenden","United Kingdom","Modern British","N/A",1
"547","Fordwich Arms",51.295284,1.1261871,"Fordwich","United Kingdom","Modern cuisine","N/A",1
"548","Samphire",49.18488,-2.1057,"Saint Helier/Saint-Hélier","United Kingdom","Modern cuisine","N/A",1
"549","Bohemia",49.181225,-2.102417,"Saint Helier/Saint-Hélier","United Kingdom","Modern cuisine","N/A",1
"550","SENNS.Restaurant",47.83636,13.06389,"Salzburg","Austria","Creative","$$$$$",2
"551","Ikarus",47.79536,13.00695,"Salzburg","Austria","Creative","$$$$$",2
"552","Mraz & Sohn",48.23129,16.37637,"Wien","Austria","Creative","$$$$$",2
"553","Konstantin Filippou",48.21056,16.37996,"Wien","Austria","Modern cuisine","$$$$$",2
"554","Silvio Nickol Gourmet Restaurant",48.20558,16.37693,"Wien","Austria","Modern cuisine","$$$$$",2
"555","Steirereck im Stadtpark",48.20229,16.3805,"Wien","Austria","Creative","$$$$$",2
"556","Baumé",37.4285,-122.14272,"South San Francisco","California","Contemporary","$$$$",2
"557","Commis",37.82476,-122.25505,"San Francisco","California","Contemporary","$$$$",2
"558","Californios",37.75555,-122.417145,"San Francisco","California","Mexican","$$$$",2
"559","Lazy Bear",37.760204,-122.41969,"San Francisco","California","Contemporary","$$$$",2
"560","Saison",37.76327,-122.41543,"San Francisco","California","Californian","$$$$",2
"561","Campton Place",37.78923,-122.40665,"San Francisco","California","Indian","$$$$",2
"562","Coi",37.79812,-122.40331,"San Francisco","California","Contemporary","$$$$",2
"563","Acquerello",37.79167,-122.42131,"San Francisco","California","Italian","$$$$",2
"564","Urasawa",34.067352,-118.40067,"Los Angeles","California","Japanese","$$$$",2
"565","Sushi Ginza Onodera",34.08238,-118.37654,"Los Angeles","California","Japanese","$$$$",2
"566","Somni",34.070095,-118.37649,"Los Angeles","California","Contemporary","$$$$",2
"567","Providence",34.083523,-118.33019,"Los Angeles","California","Seafood","$$$$",2
"568","n/naka",34.02526,-118.41206,"Los Angeles","California","Contemporary","$$$$",2
"569","Vespertine",34.024204,-118.38166,"Los Angeles","California","Contemporary","$$$$",2
"570","Smyth",41.885,-87.660736,"Chicago","Chicago","Contemporary","$$$$",2
"571","Oriole",41.886196,-87.64513,"Chicago","Chicago","Contemporary","$$$$",2
"572","Acadia",41.85904,-87.62562,"Chicago","Chicago","Contemporary","$$$$",2
"573","KOKS",62.13667,-7.022025,"Leynar","Denmark","Creative","$$$$",2
"574","Henne Kirkeby Kro",55.72682,8.242021,"Henne","Denmark","Classic cuisine","$$$",2
"575","a‚o‚c",55.68305,12.58921,"København","Denmark","Modern cuisine","$$$$",2
"576","noma",55.68332,12.61006,"København","Denmark","Creative","$$$$",2
"577","Kadeau Copenhagen",55.67219,12.58848,"København","Denmark","Modern cuisine","$$$$",2
"578","Spondi",37.96525,23.742971,"Athína","Greece","French","$$$$$",2
"579","Sun Tung Lok",22.30099,114.17221,"Hong Kong","Hong Kong","Cantonese","$$",2
"580","Yan Toh Heen",22.293337,114.17395,"Hong Kong","Hong Kong","Cantonese","$$$",2
"581","Tin Lung Heen",22.30357,114.16007,"Hong Kong","Hong Kong","Cantonese","$$$",2
"582","Tenku RyuGin",22.30331,114.16021,"Hong Kong","Hong Kong","Japanese","$$$$$",2
"583","Forum",22.281616,114.1824,"Hong Kong","Hong Kong","Cantonese","$$",2
"584","Sushi Saito",22.286467,114.15677,"Hong Kong","Hong Kong","Sushi","$$$$$",2
"585","Pierre",22.282127,114.15948,"Hong Kong","Hong Kong","French contemporary","$$$$",2
"586","Ying Jee Club",22.284338,114.156654,"Hong Kong","Hong Kong","Cantonese","$$",2
"587","Écriture",22.28315,114.1554,"Hong Kong","Hong Kong","French contemporary","$$$",2
"588","Ta Vie",22.282766,114.15529,"Hong Kong","Hong Kong","Innovative","$$$$$",2
"589","Amber",22.280596,114.15764,"Hong Kong","Hong Kong","French contemporary","$$$$",2
"590","Kashiwaya",22.280643,114.15674,"Hong Kong","Hong Kong","Japanese","$$$$",2
"591","Onyx",47.49712,19.05067,"Budapest","Hungary","Modern cuisine","$$$$$",2
"592","Feng Wei Ju",22.18996,113.54794,"Macau","Macau","Hunanese and Sichuan","$",2
"593","Golden Flower",22.18753,113.54806,"Macau","Macau","Chinese","$$",2
"594","Mizumi (Macau)",22.188755,113.54488,"Macau","Macau","Japanese","$$",2
"595","The Tasting Room",22.14958,113.56505,"Macau","Macau","French contemporary","$$$",2
"596","Alain Ducasse at Morpheus",22.14293,113.563774,"Macau","Macau","French contemporary","$$$$$",2
"597","L'Atelier de Joël Robuchon",40.742905,-74.00769,"New York","New York City","French","$$$$",2
"598","Jungsik",40.718685,-74.00911,"New York","New York City","Korean","$$$$",2
"599","Atera",40.716797,-74.00565,"New York","New York City","Contemporary","$$$$",2
"600","Jean-Georges",40.76907,-73.98155,"New York","New York City","Contemporary","$$$$",2
"601","Marea",40.76749,-73.98114,"New York","New York City","Seafood","$$$$",2
"602","Gabriel Kreuther",40.75397,-73.982025,"New York","New York City","Contemporary","$$$$",2
"603","Ichimura at Uchū",40.721832,-73.99012,"New York","New York City","Japanese","$$$$",2
"604","Sushi Ginza Onodera",40.752396,-73.981575,"New York","New York City","Japanese","$$$$",2
"605","Ko",40.72909,-73.98448,"New York","New York City","Contemporary","$$$$",2
"606","The Modern",40.76106,-73.97628,"New York","New York City","Contemporary","$$$$",2
"607","Aquavit",40.76078,-73.97214,"New York","New York City","Scandinavian","$$$$",2
"608","Daniel",40.7666,-73.96745,"New York","New York City","French","$$$$",2
"609","Aska",40.71222,-73.96642,"New York","New York City","Scandinavian","$$$$",2
"610","Blanca",40.70492,-73.93354,"New York","New York City","Contemporary","$$$$",2
"611","Patrick Guilbaud",53.33893,-6.25283,"City Centre","Ireland","Modern French","N/A",2
"612","Oro",-22.98601,-43.22471,"Rio de Janeiro - 22441","Rio de Janeiro","creative","$$$$$",2
"613","Tuju",-23.55653,-46.69083,"São Paulo - 05416","Sao Paulo","creative","$$$$$",2
"614","D.O.M.",-23.56618,-46.66742,"São Paulo - 01411","Sao Paulo","creative","$$$$$",2
"615","Kojima",37.52559,127.04193,"Seoul","South Korea","Sushi","$$$$$",2
"616","Jungsik",37.525585,127.04107,"Seoul","South Korea","Korean contemporary","$$$",2
"617","Kwonsooksoo",37.526752,127.03571,"Seoul","South Korea","Korean","$$$",2
"618","Mingles",37.52219,127.0392,"Seoul","South Korea","Korean contemporary","$$$",2
"619","Alla Prima",37.51844,127.03008,"Seoul","South Korea","Innovative","$$$",2
"620","Waku Ghin",1.283175,103.8598,"Singapore","Singapore","Japanese contemporary","$$$$$",2
"621","Odette",1.2896459,103.8516,"Singapore","Singapore","French contemporary","$$$$",2
"622","Shoukouwa",1.2863698,103.854,"Singapore","Singapore","Sushi","$$$$$",2
"623","Shisen Hanten",1.302395,103.8365,"Singapore","Singapore","Chinese","$",2
"624","Les Amis",1.3066648,103.8314,"Singapore","Singapore","French","$$$",2
"625","Fäviken Magasinet",63.43626,13.29337,"Järpen","Sweden","Creative","$$$$",2
"626","Gastrologik",59.33365,18.0807,"Stockholm","Sweden","Creative","$$$$",2
"627","Oaxen Krog",59.322342,18.101831,"Stockholm","Sweden","Creative","$$$$",2
"628","Vollmers",55.604427,12.995848,"Malmö","Sweden","Creative","$$$$",2
"629","Daniel Berlin",55.61246,13.99265,"Skåne-Tranås","Sweden","Creative","$$$$",2
"630","RAW",25.082666,121.559525,"Taipei","Taipei","Innovative","$$$",2
"631","Shoun RyuGin",25.08258,121.5595,"Taipei","Taipei","Japanese contemporary","$$$$",2
"632","Taïrroir",25.082718,121.559296,"Taipei","Taipei","Innovative","$$$",2
"633","Sushi Amamoto",25.037945,121.55487,"Taipei","Taipei","Sushi","$$$$",2
"634","The Guest House",25.04486,121.52198,"Taipei","Taipei","Sichuan-Huai Yang","$$",2
"635","Gaggan",13.737679,100.542145,"Bangkok","Thailand","Innovative","$$$$$",2
"636","Sühring",13.710947,100.545654,"Bangkok","Thailand","European contemporary","$$$$",2
"637","Mezzaluna",13.722148,100.51691,"Bangkok","Thailand","Innovative","$$$$$",2
"638","Le Normandie",13.723197,100.513855,"Bangkok","Thailand","French contemporary","$$$$",2
"639","minibar",38.896294,-77.02386,"Washington, D.C.","Washington DC","Contemporary","$$$$",2
"640","Pineapple and Pearls",38.880707,-76.99514,"Washington, D.C.","Washington DC","Contemporary","$$$$",2
"641","Andrew Fairlie at Gleneagles",56.28339,-3.75149,"Auchterarder","United Kingdom","Creative French","N/A",2
"642","L'Enclume",54.201885,-2.953807,"Cartmel","United Kingdom","Creative","N/A",2
"643","Raby Hunt",54.56647,-1.689258,"Summerhouse","United Kingdom","Modern British","N/A",2
"644","Moor Hall",53.54162,-2.8895495,"Aughton","United Kingdom","Modern British","N/A",2
"645","Restaurant Sat Bains",52.92438,-1.1733198,"Nottingham","United Kingdom","Creative","N/A",2
"646","Restaurant Nathan Outlaw",50.594086,-4.82854,"Port Isaac","United Kingdom","Seafood","N/A",2
"647","Belmond Le Manoir aux Quat' Saisons",51.71674,-1.09187,"Great Milton","United Kingdom","French","N/A",2
"648","Midsummer House",52.21243,0.12779,"Cambridge","United Kingdom","Modern cuisine","N/A",2
"649","Hand and Flowers",51.57031,-0.78113,"Marlow","United Kingdom","Modern British","N/A",2
"650","Ledbury",51.51674,-0.20007,"North Kensington","United Kingdom","Modern cuisine","N/A",2
"651","CORE by Clare Smyth",51.51261,-0.2030516,"North Kensington","United Kingdom","Modern British","N/A",2
"652","Le Gavroche",51.51127,-0.15517,"Mayfair","United Kingdom","French","N/A",2
"653","Kitchen Table at Bubbledogs",51.52041,-0.13647,"Bloomsbury","United Kingdom","Modern cuisine","N/A",2
"654","Hélène Darroze at The Connaught",51.5101,-0.1495701,"Mayfair","United Kingdom","Modern cuisine","N/A",2
"655","Dinner by Heston Blumenthal",51.50208,-0.16011,"Hyde Park","United Kingdom","Traditional British","N/A",2
"656","Umu",51.5113,-0.14455,"Mayfair","United Kingdom","Japanese","N/A",2
"657","Sketch (The Lecture Room & Library)",51.51287,-0.14136,"Mayfair","United Kingdom","Modern French","N/A",2
"658","Greenhouse",51.50769,-0.14926,"Mayfair","United Kingdom","Creative","N/A",2
"659","Claude Bosi at Bibendum",51.49341,-0.1690893,"Chelsea","United Kingdom","French","N/A",2
"660","Amador",48.25406,16.35915,"Wien","Austria","Creative","$$$$$",3
"661","Manresa",37.22761,-121.98071,"South San Francisco","California","Contemporary","$$$$",3
"662","Benu",37.78521,-122.39876,"San Francisco","California","Asian","$$$$",3
"663","Quince",37.79762,-122.40337,"San Francisco","California","Contemporary","$$$$",3
"664","Atelier Crenn",37.79835,-122.43586,"San Francisco","California","Contemporary","$$$$",3
"665","The French Laundry",38.40443,-122.36474,"San Francisco","California","Contemporary","$$$$",3
"666","The Restaurant at Meadowood",38.52025,-122.46479,"San Francisco","California","Contemporary","$$$$",3
"667","SingleThread",38.612164,-122.869705,"San Francisco","California","Contemporary","$$$$",3
"668","Alinea",41.91328,-87.64798,"Chicago","Chicago","Contemporary","$$$$",3
"669","Geranium",55.70393,12.57197,"København","Denmark","Creative","$$$$",3
"670","T'ang Court",22.296572,114.1698,"Hong Kong","Hong Kong","Cantonese","$$$",3
"671","Bo Innovation",22.27614,114.171,"Hong Kong","Hong Kong","Innovative","$$$$$",3
"672","Lung King Heen",22.28665,114.15674,"Hong Kong","Hong Kong","Cantonese","$$$$",3
"673","Caprice",22.286646,114.15662,"Hong Kong","Hong Kong","French","$$$$",3
"674","8½ Otto e Mezzo - Bombana",22.28189,114.15839,"Hong Kong","Hong Kong","Italian","$$$$",3
"675","L'Atelier de Joël Robuchon",22.281199,114.15816,"Hong Kong","Hong Kong","French contemporary","$$$$",3
"676","Sushi Shikon",22.28511,114.15208,"Hong Kong","Hong Kong","Sushi","$$$$$",3
"677","The Eight",22.190475,113.54341,"Macau","Macau","Chinese","$$$",3
"678","Robuchon au Dôme",22.189949,113.54395,"Macau","Macau","French contemporary","$$$$",3
"679","Jade Dragon",22.149137,113.56715,"Macau","Macau","Cantonese","$$",3
"680","Maaemo",59.910477,10.760408,"Oslo","Norway","Modern cuisine","$$$$",3
"681","Masa",40.76855,-73.98335,"New York","New York City","Japanese","$$$$",3
"682","Per Se",40.76828,-73.98292,"New York","New York City","Contemporary","$$$$",3
"683","Le Bernardin",40.76177,-73.98223,"New York","New York City","Seafood","$$$$",3
"684","Eleven Madison Park",40.7417,-73.98712,"New York","New York City","Contemporary","$$$$",3
"685","Chef's Table at Brooklyn Fare",40.68872,-73.98581,"New York","New York City","Contemporary","$$$$",3
"686","La Yeon",37.555813,127.00517,"Seoul","South Korea","Korean","$$$$",3
"687","Gaon",37.52265,127.03595,"Seoul","South Korea","Korean","$$$$$",3
"688","Frantzén",59.33418,18.05812,"Stockholm","Sweden","Modern cuisine","$$$$",3
"689","Le Palais",25.049496,121.51674,"Taipei","Taipei","Cantonese","$$",3
"690","The Inn at Little Washington",38.713623,-78.16208,"Washington, D.C.","Washington DC","American","$$$$",3
"691","Fat Duck",51.50828,-0.70232,"Bray","United Kingdom","Creative","N/A",3
"692","Waterside Inn",51.50773,-0.70121,"Bray","United Kingdom","Classic French","N/A",3
"693","Alain Ducasse at The Dorchester",51.50712,-0.1525201,"Mayfair","United Kingdom","French","N/A",3
"694","The Araki",51.511826,-0.140389,"Mayfair","United Kingdom","Japanese","N/A",3
"695","Gordon Ramsay",51.48546,-0.1620201,"Chelsea","United Kingdom","French","N/A",3
